,title,price,link
20,"ASUS Vivobook 16 (2023), Intel Core i9-13900H 13th Gen, 16"" (40.64 cm) FHD+, Thin & Light Laptop (16GB/512GB SSD/Intel Iris Xe/Win 11/Office 2021/Backlit KB/Fingerprint/Silver/1.88 kg) X1605VA-MB946WS  ","84,990",https://amazon.in//ASUS-Vivobook-i9-13900H-Fingerprint-X1605VA-MB946WS/dp/B0CHMYJ9BK/ref=sr_1_83?crid=3NVZ09554GIHV&dib=eyJ2IjoiMSJ9.8Iv-J5Tbhme-r_hZ0ThpqJ9bYqQjd8tpmmqsRx3QX_OiHYPwwauxGQAkMZ1Yv7rtGY8hT-Gtya0TnOBcyek8klPE6FcN17K3080LXMV0Xi9IWZGRVec0HdEed8OcSvit9_SA26S-DhZ1JOQTca5vFtk1AOVsPBXCzjkpq7PcU3nr1SxmIjJ3lE0PIG8kzUyNL-IjOPKUNnj3jeRLWJN28ycYNLnFUX3Ibx4RUcIyWuY.GXyzqdYmS_rF8Qh9rLInXK0DLP56Yx2rD8_X13RTw3k&dib_tag=se&keywords=laptop&qid=1720702112&sprefix=laptop%2Caps%2C286&sr=8-83
21,"ASUS Vivobook Go 14 (2023), AMD Ryzen 3 7320U, 14-inch (35.56 cm) FHD, Thin & Light Laptop (8GB/1TB SSD/Windows 11/Cool Silver/1.38 kg), E1404FA-NK331W  ","33,990",https://amazon.in//ASUS-Vivobook-14-inch-Windows-E1404FA-NK331W/dp/B0CX1WKP4F/ref=sr_1_84?crid=3NVZ09554GIHV&dib=eyJ2IjoiMSJ9.8Iv-J5Tbhme-r_hZ0ThpqJ9bYqQjd8tpmmqsRx3QX_OiHYPwwauxGQAkMZ1Yv7rtGY8hT-Gtya0TnOBcyek8klPE6FcN17K3080LXMV0Xi9IWZGRVec0HdEed8OcSvit9_SA26S-DhZ1JOQTca5vFtk1AOVsPBXCzjkpq7PcU3nr1SxmIjJ3lE0PIG8kzUyNL-IjOPKUNnj3jeRLWJN28ycYNLnFUX3Ibx4RUcIyWuY.GXyzqdYmS_rF8Qh9rLInXK0DLP56Yx2rD8_X13RTw3k&dib_tag=se&keywords=laptop&qid=1720702112&sprefix=laptop%2Caps%2C286&sr=8-84
22,"Lenovo IdeaPad Slim 3 12th Gen Intel Core i5-12450H 15.6"" (39.6cm) FHD IPS Thin & Light Laptop (16GB/512GB SSD/Win 11/Office 21/Backlit KB/1 Yr ADP Free/3 Mon. Game Pass/Grey/1.6Kg), 83ER008DIN  ","54,490",https://amazon.in//sspa/click?ie=UTF8&spc=MTo0OTc4ODMwNDc0NzY2MTkyOjE3MjA3MDIxMTI6c3BfYnRmOjMwMDEwMzQ5ODU4NjEzMjo6MDo6&url=%2FLenovo-IdeaPad-i5-12450H-Warranty-83ER008DIN%2Fdp%2FB0CNVH114V%2Fref%3Dsr_1_85_sspa%3Fcrid%3D3NVZ09554GIHV%26dib%3DeyJ2IjoiMSJ9.8Iv-J5Tbhme-r_hZ0ThpqJ9bYqQjd8tpmmqsRx3QX_OiHYPwwauxGQAkMZ1Yv7rtGY8hT-Gtya0TnOBcyek8klPE6FcN17K3080LXMV0Xi9IWZGRVec0HdEed8OcSvit9_SA26S-DhZ1JOQTca5vFtk1AOVsPBXCzjkpq7PcU3nr1SxmIjJ3lE0PIG8kzUyNL-IjOPKUNnj3jeRLWJN28ycYNLnFUX3Ibx4RUcIyWuY.GXyzqdYmS_rF8Qh9rLInXK0DLP56Yx2rD8_X13RTw3k%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1720702112%26sprefix%3Dlaptop%252Caps%252C286%26sr%3D8-85-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
23,"Lenovo IdeaPad Slim 5 Intel Core Ultra 5 125H Built-in AI 16"" (40.6cm) WUXGA-IPS 300Nits Thin & Light Laptop (16GB/1TB SSD/Win 11/Office 21/FHD+IR Camera/Alexa/3 Mon GamePass/Grey/1.8Kg), 83DC0003IN  ","79,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo0OTc4ODMwNDc0NzY2MTkyOjE3MjA3MDIxMTI6c3BfYnRmOjMwMDE2Njg3Nzc5MDkzMjo6MDo6&url=%2FLenovo-IdeaPad-WUXGA-IPS-GamePass-83DC0003IN%2Fdp%2FB0CYGJLXCN%2Fref%3Dsr_1_86_sspa%3Fcrid%3D3NVZ09554GIHV%26dib%3DeyJ2IjoiMSJ9.8Iv-J5Tbhme-r_hZ0ThpqJ9bYqQjd8tpmmqsRx3QX_OiHYPwwauxGQAkMZ1Yv7rtGY8hT-Gtya0TnOBcyek8klPE6FcN17K3080LXMV0Xi9IWZGRVec0HdEed8OcSvit9_SA26S-DhZ1JOQTca5vFtk1AOVsPBXCzjkpq7PcU3nr1SxmIjJ3lE0PIG8kzUyNL-IjOPKUNnj3jeRLWJN28ycYNLnFUX3Ibx4RUcIyWuY.GXyzqdYmS_rF8Qh9rLInXK0DLP56Yx2rD8_X13RTw3k%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1720702112%26sprefix%3Dlaptop%252Caps%252C286%26sr%3D8-86-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
24,"HP Laptop 15s, AMD Ryzen 3 5300U, 15.6-inch (39.6 cm), FHD, 8GB DDR4, 512GB SSD, AMD Radeon graphics, Thin & light, Dual speakers (Win 11, MSO 2019, Silver, 1.69 kg), eq2143AU  ","31,990",https://amazon.in//HP-15-6inch-Micro-Edge-Anti-Glare-15s-Eq2143au/dp/B09R1MMMTH/ref=sr_1_8?crid=3NVZ09554GIHV&dib=eyJ2IjoiMSJ9.vEZLua-h53s4udXVaSr0TCvHmNVXz9Em_zYkXhAxxBeEkJK7CNoj2q_kHhW2puTiu2Zi2mrRg3ZyVIKMyj7hRfpjeGJgDzlnQ493QYrydCA1NlgUxkcWs6oGEWbUJFwgAfEw8IZCnDOVGJiSs6MXXfRhrEeH4UAN4RYHTrWVuEqyX5_7uWaOOmqC52Yla0NpXOyOTnQd66JmOfztxHBD_ABvAABbuOGbH4ju52H4hxs.M3iAD6zYrHk4VJsmA-zlW1wzoGFgUGs5lx4h1MGrr_M&dib_tag=se&keywords=laptop&qid=1720702093&sprefix=laptop%2Caps%2C286&sr=8-8
25,"Lenovo IdeaPad Pro 5 Intel Core Ultra 7 155H Built-in AI 16"" (40.6cm) 2K OLED 400Nits 120Hz Laptop (16GB/1TB SSD/NVIDIA RTX 3050 6GB/Win11/MSO 21/FHD+IR Camera/3Mon GamePass/Grey/1.9Kg), 83D4002NIN  ","1,23,990",https://amazon.in//sspa/click?ie=UTF8&spc=MToyODU0NDI2MzI5OTkyMTkyOjE3MjA3MDIxMTc6c3BfYXRmX25leHQ6MzAwMTY2ODc3NzkzODMyOjowOjo&url=%2FLenovo-IdeaPad-400Nits-GamePass-83D4002NIN%2Fdp%2FB0CTK42DSN%2Fref%3Dsr_1_81_sspa%3Fcrid%3D3NVZ09554GIHV%26dib%3DeyJ2IjoiMSJ9.cynliWzoDi7s0b_RLCpEJR0jjGgWx9j-fHRgZ10fWbgtilBApmf8feaIpid2cl-Q_ttJNySXEqwVgv_4Zj41U6S_HRw0zaay1OTqWv3qTbcR-cbS7OMlHQcWhNZ66I6Su6tKz6qq8tl5LGmBMtqwBqlNG2PQUSHNkDu9sajvSfRaCGfYjWg4uHoFVPpLVilyhbWHwrjutYZIu5zYTaWAIpp32KWrP3WVR8u0wcom6Eg.zV-18a3HMI_7OFL9yIINnNXcoc-Hog1Sog_Z0UrgW6Q%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1720702117%26sprefix%3Dlaptop%252Caps%252C286%26sr%3D8-81-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
26,"Acer Aspire Lite 12th Gen Intel Core i5-1235U Thin and Light Metal Laptop (Windows 11 Home/16GB RAM/512GB SSD/Intel Iris Xe Graphics/MSO) AL15-52, 39.62cm (15.6"") Full HD Display, Steel Gray, 1.59 KG  ","47,900",https://amazon.in//sspa/click?ie=UTF8&spc=MToyODU0NDI2MzI5OTkyMTkyOjE3MjA3MDIxMTc6c3BfYXRmX25leHQ6MzAwMTY0NTA0MjA3OTMyOjowOjo&url=%2FAcer-i5-1235U-Windows-Graphics-AL15-52%2Fdp%2FB0CY1YWC3Y%2Fref%3Dsr_1_82_sspa%3Fcrid%3D3NVZ09554GIHV%26dib%3DeyJ2IjoiMSJ9.cynliWzoDi7s0b_RLCpEJR0jjGgWx9j-fHRgZ10fWbgtilBApmf8feaIpid2cl-Q_ttJNySXEqwVgv_4Zj41U6S_HRw0zaay1OTqWv3qTbcR-cbS7OMlHQcWhNZ66I6Su6tKz6qq8tl5LGmBMtqwBqlNG2PQUSHNkDu9sajvSfRaCGfYjWg4uHoFVPpLVilyhbWHwrjutYZIu5zYTaWAIpp32KWrP3WVR8u0wcom6Eg.zV-18a3HMI_7OFL9yIINnNXcoc-Hog1Sog_Z0UrgW6Q%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1720702117%26sprefix%3Dlaptop%252Caps%252C286%26sr%3D8-82-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
27,"ASUS Creator Series Vivobook 14X OLED 2023, Intel Core i5-12450H 12th Gen, 14.0-inch 90Hz, Creator/Gaming Laptop (16GB/512GB SSD/RTX 2050/Win11/FP/63WHr/Silver/1.40 kg),K3405ZFB-KM542WS  ","59,990",https://amazon.in//ASUS-Vivobook-i5-12450H-14-0-inch-K3405ZFB-KM542WS/dp/B0C37DYM4P/ref=sr_1_83?crid=3NVZ09554GIHV&dib=eyJ2IjoiMSJ9.cynliWzoDi7s0b_RLCpEJR0jjGgWx9j-fHRgZ10fWbgtilBApmf8feaIpid2cl-Q_ttJNySXEqwVgv_4Zj41U6S_HRw0zaay1OTqWv3qTbcR-cbS7OMlHQcWhNZ66I6Su6tKz6qq8tl5LGmBMtqwBqlNG2PQUSHNkDu9sajvSfRaCGfYjWg4uHoFVPpLVilyhbWHwrjutYZIu5zYTaWAIpp32KWrP3WVR8u0wcom6Eg.zV-18a3HMI_7OFL9yIINnNXcoc-Hog1Sog_Z0UrgW6Q&dib_tag=se&keywords=laptop&qid=1720702117&sprefix=laptop%2Caps%2C286&sr=8-83
28,"HP 15s-Ryzen 3 3250U 8GB SDRAM/256GB SSD 15.6inch(39.6cm) HD, Micro-Edge Laptop/AMD Radeon Graphics/Dual Speakers/Win 11 Home/MS Office/Fast Charge/Jet Black/1.69Kg, 15s-ey1508AU  ","27,990",https://amazon.in//HP-15s-Ryzen-15-6inch-Micro-Edge-15s-ey1508AU/dp/B0BJ2LZXD9/ref=sr_1_84?crid=3NVZ09554GIHV&dib=eyJ2IjoiMSJ9.cynliWzoDi7s0b_RLCpEJR0jjGgWx9j-fHRgZ10fWbgtilBApmf8feaIpid2cl-Q_ttJNySXEqwVgv_4Zj41U6S_HRw0zaay1OTqWv3qTbcR-cbS7OMlHQcWhNZ66I6Su6tKz6qq8tl5LGmBMtqwBqlNG2PQUSHNkDu9sajvSfRaCGfYjWg4uHoFVPpLVilyhbWHwrjutYZIu5zYTaWAIpp32KWrP3WVR8u0wcom6Eg.zV-18a3HMI_7OFL9yIINnNXcoc-Hog1Sog_Z0UrgW6Q&dib_tag=se&keywords=laptop&qid=1720702117&sprefix=laptop%2Caps%2C286&sr=8-84
29,"ASUS TUF F15 Gaming Laptop, Intel Core i5-11400H 11th Gen, 15.6-inch (39.62 cm) FHD 144Hz,(16GB RAM/512GB SSD/4GB NVIDIA GeForce RTX 2050/Windows 11/ RGB Backlit KB/Black/2.30 kg), FX506HF-HN025W  ","57,990",https://amazon.in//ASUS-SmartChoice-i5-11400H-GeForce-FX506HF-HN025W/dp/B0C27SD9YR/ref=sr_1_85?crid=3NVZ09554GIHV&dib=eyJ2IjoiMSJ9.cynliWzoDi7s0b_RLCpEJR0jjGgWx9j-fHRgZ10fWbgtilBApmf8feaIpid2cl-Q_ttJNySXEqwVgv_4Zj41U6S_HRw0zaay1OTqWv3qTbcR-cbS7OMlHQcWhNZ66I6Su6tKz6qq8tl5LGmBMtqwBqlNG2PQUSHNkDu9sajvSfRaCGfYjWg4uHoFVPpLVilyhbWHwrjutYZIu5zYTaWAIpp32KWrP3WVR8u0wcom6Eg.zV-18a3HMI_7OFL9yIINnNXcoc-Hog1Sog_Z0UrgW6Q&dib_tag=se&keywords=laptop&qid=1720702117&sprefix=laptop%2Caps%2C286&sr=8-85
30,"HP [Windows 11 Home] 255 G8 Notebook, 15.6'' HD Display, AMD Athlon 3020e Processor, 8GB Memory, 256GB SSD, Wi-Fi, Bluetooth, Type-C Port, RJ-45 Port, Black  ","23,780",https://amazon.in//HP-255-G8-Processor-Bluetooth/dp/B0B6LCJ3FD/ref=sr_1_86?crid=3NVZ09554GIHV&dib=eyJ2IjoiMSJ9.cynliWzoDi7s0b_RLCpEJR0jjGgWx9j-fHRgZ10fWbgtilBApmf8feaIpid2cl-Q_ttJNySXEqwVgv_4Zj41U6S_HRw0zaay1OTqWv3qTbcR-cbS7OMlHQcWhNZ66I6Su6tKz6qq8tl5LGmBMtqwBqlNG2PQUSHNkDu9sajvSfRaCGfYjWg4uHoFVPpLVilyhbWHwrjutYZIu5zYTaWAIpp32KWrP3WVR8u0wcom6Eg.zV-18a3HMI_7OFL9yIINnNXcoc-Hog1Sog_Z0UrgW6Q&dib_tag=se&keywords=laptop&qid=1720702117&sprefix=laptop%2Caps%2C286&sr=8-86
31,"HP Laptop 15s, AMD Ryzen 5 5500U, 15.6-inch (39.6 cm), FHD, 8GB DDR4, 512GB SSD, AMD Radeon graphics, Thin & light, Dual speakers (Win 11, MSO 2019, Silver, 1.69 kg), eq2144AU  ","38,025",https://amazon.in//HP-15-6-inch-graphics-speakers-eq2144AU/dp/B09RZRF1PJ/ref=sr_1_87?crid=3NVZ09554GIHV&dib=eyJ2IjoiMSJ9.cynliWzoDi7s0b_RLCpEJR0jjGgWx9j-fHRgZ10fWbgtilBApmf8feaIpid2cl-Q_ttJNySXEqwVgv_4Zj41U6S_HRw0zaay1OTqWv3qTbcR-cbS7OMlHQcWhNZ66I6Su6tKz6qq8tl5LGmBMtqwBqlNG2PQUSHNkDu9sajvSfRaCGfYjWg4uHoFVPpLVilyhbWHwrjutYZIu5zYTaWAIpp32KWrP3WVR8u0wcom6Eg.zV-18a3HMI_7OFL9yIINnNXcoc-Hog1Sog_Z0UrgW6Q&dib_tag=se&keywords=laptop&qid=1720702117&sprefix=laptop%2Caps%2C286&sr=8-87
32,"Lenovo IdeaPad 1 Intel Core Celeron N4020 14"" HD Thin and Light Laptop (8 GB/256GB SDD/Windows 11 Home/1Yr ADP Free/Cloud Grey/1.3Kg), 82V6005EIN  ","24,990",https://amazon.in//Lenovo-IdeaPad-Celeron-Warranty-82V6005EIN/dp/B0CCS3F5LX/ref=sr_1_88?crid=3NVZ09554GIHV&dib=eyJ2IjoiMSJ9.cynliWzoDi7s0b_RLCpEJR0jjGgWx9j-fHRgZ10fWbgtilBApmf8feaIpid2cl-Q_ttJNySXEqwVgv_4Zj41U6S_HRw0zaay1OTqWv3qTbcR-cbS7OMlHQcWhNZ66I6Su6tKz6qq8tl5LGmBMtqwBqlNG2PQUSHNkDu9sajvSfRaCGfYjWg4uHoFVPpLVilyhbWHwrjutYZIu5zYTaWAIpp32KWrP3WVR8u0wcom6Eg.zV-18a3HMI_7OFL9yIINnNXcoc-Hog1Sog_Z0UrgW6Q&dib_tag=se&keywords=laptop&qid=1720702117&sprefix=laptop%2Caps%2C286&sr=8-88
33,"ASUS Vivobook 16 (2023), Intel Core i9-13900H 13th Gen, 16"" (40.64 cm) FHD+, Thin & Light Laptop (16GB/1TB SSD/Intel Iris Xe/Win 11/Office 2021/Backlit KB/Fingerprint/Silver/1.88 kg), X1605VA-MB956WS  ","89,990",https://amazon.in//ASUS-Vivobook-i9-13900H-Fingerprint-X1605VA-MB956WS/dp/B0CHMWDN6Z/ref=sr_1_89?crid=3NVZ09554GIHV&dib=eyJ2IjoiMSJ9.cynliWzoDi7s0b_RLCpEJR0jjGgWx9j-fHRgZ10fWbgtilBApmf8feaIpid2cl-Q_ttJNySXEqwVgv_4Zj41U6S_HRw0zaay1OTqWv3qTbcR-cbS7OMlHQcWhNZ66I6Su6tKz6qq8tl5LGmBMtqwBqlNG2PQUSHNkDu9sajvSfRaCGfYjWg4uHoFVPpLVilyhbWHwrjutYZIu5zYTaWAIpp32KWrP3WVR8u0wcom6Eg.zV-18a3HMI_7OFL9yIINnNXcoc-Hog1Sog_Z0UrgW6Q&dib_tag=se&keywords=laptop&qid=1720702117&sprefix=laptop%2Caps%2C286&sr=8-89
34,"Lenovo IdeaPad Slim 3 12th Gen Intel Core i5-12450H 14"" (35.5cm) FHD 250 Nits Thin & Light Laptop (16GB/512GB SSD/Win 11/Office 2021/Alexa built-in/3 month Game Pass/Grey/1.37Kg), 83EQ005VIN  ","52,990",https://amazon.in//Lenovo-IdeaPad-i5-12450H-35-5cm-83EQ005VIN/dp/B0D6MPVN7B/ref=sr_1_90?crid=3NVZ09554GIHV&dib=eyJ2IjoiMSJ9.cynliWzoDi7s0b_RLCpEJR0jjGgWx9j-fHRgZ10fWbgtilBApmf8feaIpid2cl-Q_ttJNySXEqwVgv_4Zj41U6S_HRw0zaay1OTqWv3qTbcR-cbS7OMlHQcWhNZ66I6Su6tKz6qq8tl5LGmBMtqwBqlNG2PQUSHNkDu9sajvSfRaCGfYjWg4uHoFVPpLVilyhbWHwrjutYZIu5zYTaWAIpp32KWrP3WVR8u0wcom6Eg.zV-18a3HMI_7OFL9yIINnNXcoc-Hog1Sog_Z0UrgW6Q&dib_tag=se&keywords=laptop&qid=1720702117&sprefix=laptop%2Caps%2C286&sr=8-90
35,"HP Laptop 15s, 12th Gen Intel Core i5-1235U, 15.6-inch (39.6 cm), FHD, 16GB DDR4, 512GB SSD, Intel Iris Xe graphics, Backlit KB,MSO,Thin & Light, Dual speakers (Win 11, Silver, 1.69 kg), fq5330TU  ","52,525",https://amazon.in//HP-i5-1235U-15-6-inch-graphics-speakers/dp/B0CTKHTNWL/ref=sr_1_9?crid=3NVZ09554GIHV&dib=eyJ2IjoiMSJ9.vEZLua-h53s4udXVaSr0TCvHmNVXz9Em_zYkXhAxxBeEkJK7CNoj2q_kHhW2puTiu2Zi2mrRg3ZyVIKMyj7hRfpjeGJgDzlnQ493QYrydCA1NlgUxkcWs6oGEWbUJFwgAfEw8IZCnDOVGJiSs6MXXfRhrEeH4UAN4RYHTrWVuEqyX5_7uWaOOmqC52Yla0NpXOyOTnQd66JmOfztxHBD_ABvAABbuOGbH4ju52H4hxs.M3iAD6zYrHk4VJsmA-zlW1wzoGFgUGs5lx4h1MGrr_M&dib_tag=se&keywords=laptop&qid=1720702093&sprefix=laptop%2Caps%2C286&sr=8-9
36,"Lenovo Thinkbook 15 G5 Ryzen 5 15.6"" Fhd Antiglare 250 Nits Thin and Light Laptop (16Gb Ram/512Gb Ssd/Win 11 Home/Fingerprint Reader/Backlit/Mineral Grey/1 Year Onsite/1.7 Kg), 21Jfa016In  ","52,990",https://amazon.in//sspa/click?ie=UTF8&spc=MToyODU0NDI2MzI5OTkyMTkyOjE3MjA3MDIxMTc6c3BfbXRmOjMwMDE0Mjk3NzkzMTEzMjo6MDo6&url=%2FLenovo-Thinkbook-Antiglare-Fingerprint-21Jfa016In%2Fdp%2FB0CQRK5N1G%2Fref%3Dsr_1_91_sspa%3Fcrid%3D3NVZ09554GIHV%26dib%3DeyJ2IjoiMSJ9.cynliWzoDi7s0b_RLCpEJR0jjGgWx9j-fHRgZ10fWbgtilBApmf8feaIpid2cl-Q_ttJNySXEqwVgv_4Zj41U6S_HRw0zaay1OTqWv3qTbcR-cbS7OMlHQcWhNZ66I6Su6tKz6qq8tl5LGmBMtqwBqlNG2PQUSHNkDu9sajvSfRaCGfYjWg4uHoFVPpLVilyhbWHwrjutYZIu5zYTaWAIpp32KWrP3WVR8u0wcom6Eg.zV-18a3HMI_7OFL9yIINnNXcoc-Hog1Sog_Z0UrgW6Q%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1720702117%26sprefix%3Dlaptop%252Caps%252C286%26sr%3D8-91-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
37,"Dell 15 Thin & Light Laptop, 12th Gen Intel Core i5-1235U Processor, 8GB, 512GB SSD, 15.6"" (39.62cm) FHD Display, Windows 11 + MSO'21, 15 Month McAfee Antivirus, Black, Spill-Resistant Keyboard,1.66kg  ","45,990",https://amazon.in//sspa/click?ie=UTF8&spc=MToyODU0NDI2MzI5OTkyMTkyOjE3MjA3MDIxMTc6c3BfbXRmOjMwMDEzNzkwMzc3NzczMjo6MDo6&url=%2FDell-i5-1235U-Processor-Antivirus-Spill-Resistant%2Fdp%2FB0CSG4G18G%2Fref%3Dsr_1_92_sspa%3Fcrid%3D3NVZ09554GIHV%26dib%3DeyJ2IjoiMSJ9.cynliWzoDi7s0b_RLCpEJR0jjGgWx9j-fHRgZ10fWbgtilBApmf8feaIpid2cl-Q_ttJNySXEqwVgv_4Zj41U6S_HRw0zaay1OTqWv3qTbcR-cbS7OMlHQcWhNZ66I6Su6tKz6qq8tl5LGmBMtqwBqlNG2PQUSHNkDu9sajvSfRaCGfYjWg4uHoFVPpLVilyhbWHwrjutYZIu5zYTaWAIpp32KWrP3WVR8u0wcom6Eg.zV-18a3HMI_7OFL9yIINnNXcoc-Hog1Sog_Z0UrgW6Q%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1720702117%26sprefix%3Dlaptop%252Caps%252C286%26sr%3D8-92-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
38,"HP Pavilion x360 2-in-1 Laptop 13th Gen Intel Core i5-1335U, 14-inch (39.6 cm) FHD,Multitouch, 16GB RAM, 512GB SSD, Intel Iris X Graphics, B&O, Pen, FPR (Win 11, MSO, 1.69kg), 14-ek1074TU  ","68,990",https://amazon.in//HP-Pavilion-Laptop-Multitouch-14-ek1074TU/dp/B0CJ2KWNNQ/ref=sr_1_93?crid=3NVZ09554GIHV&dib=eyJ2IjoiMSJ9.cynliWzoDi7s0b_RLCpEJR0jjGgWx9j-fHRgZ10fWbgtilBApmf8feaIpid2cl-Q_ttJNySXEqwVgv_4Zj41U6S_HRw0zaay1OTqWv3qTbcR-cbS7OMlHQcWhNZ66I6Su6tKz6qq8tl5LGmBMtqwBqlNG2PQUSHNkDu9sajvSfRaCGfYjWg4uHoFVPpLVilyhbWHwrjutYZIu5zYTaWAIpp32KWrP3WVR8u0wcom6Eg.zV-18a3HMI_7OFL9yIINnNXcoc-Hog1Sog_Z0UrgW6Q&dib_tag=se&keywords=laptop&qid=1720702117&sprefix=laptop%2Caps%2C286&sr=8-93
39,"HP Pavilion 14, 12th Gen Intel Core i5-1235U, 14-inch (35.6 cm), FHD, 16GB DDR4, 512GB SSD, Intel Iris Xe graphics, FPR, 720p HD camera, Backlit KB (Win 11, MSO 2021, Silver, 1.41 kg), dv2014TU  ","63,990",https://amazon.in//HP-Pavilion-Micro-Edge-Graphics-14-dv2014TU/dp/B0B1M9HYBT/ref=sr_1_94?crid=3NVZ09554GIHV&dib=eyJ2IjoiMSJ9.cynliWzoDi7s0b_RLCpEJR0jjGgWx9j-fHRgZ10fWbgtilBApmf8feaIpid2cl-Q_ttJNySXEqwVgv_4Zj41U6S_HRw0zaay1OTqWv3qTbcR-cbS7OMlHQcWhNZ66I6Su6tKz6qq8tl5LGmBMtqwBqlNG2PQUSHNkDu9sajvSfRaCGfYjWg4uHoFVPpLVilyhbWHwrjutYZIu5zYTaWAIpp32KWrP3WVR8u0wcom6Eg.zV-18a3HMI_7OFL9yIINnNXcoc-Hog1Sog_Z0UrgW6Q&dib_tag=se&keywords=laptop&qid=1720702117&sprefix=laptop%2Caps%2C286&sr=8-94
40,"MSI Modern 14, Intel 12th Gen. i7-1255U, 36CM FHD 60Hz Laptop (16GB/512GB NVMe SSD/Windows 11 Home/Intel Iris Xe Graphics/Classic Black/1.4Kg), C12M-459IN  ","47,990",https://amazon.in//MSI-i7-1255U-Windows-Graphics-C12M-459IN/dp/B09YCX5F52/ref=sr_1_95?crid=3NVZ09554GIHV&dib=eyJ2IjoiMSJ9.cynliWzoDi7s0b_RLCpEJR0jjGgWx9j-fHRgZ10fWbgtilBApmf8feaIpid2cl-Q_ttJNySXEqwVgv_4Zj41U6S_HRw0zaay1OTqWv3qTbcR-cbS7OMlHQcWhNZ66I6Su6tKz6qq8tl5LGmBMtqwBqlNG2PQUSHNkDu9sajvSfRaCGfYjWg4uHoFVPpLVilyhbWHwrjutYZIu5zYTaWAIpp32KWrP3WVR8u0wcom6Eg.zV-18a3HMI_7OFL9yIINnNXcoc-Hog1Sog_Z0UrgW6Q&dib_tag=se&keywords=laptop&qid=1720702117&sprefix=laptop%2Caps%2C286&sr=8-95
41,Dell Latitude 7480 14in FHD Laptop PC - Intel Core i7-6600U 2.6GHz 16GB 512GB SSD Windows 10 Professional (Renewed)  ,"27,999",https://amazon.in//Dell-Latitude-7480-14in-Laptop/dp/B077T4MYJY/ref=sr_1_96?crid=3NVZ09554GIHV&dib=eyJ2IjoiMSJ9.cynliWzoDi7s0b_RLCpEJR0jjGgWx9j-fHRgZ10fWbgtilBApmf8feaIpid2cl-Q_ttJNySXEqwVgv_4Zj41U6S_HRw0zaay1OTqWv3qTbcR-cbS7OMlHQcWhNZ66I6Su6tKz6qq8tl5LGmBMtqwBqlNG2PQUSHNkDu9sajvSfRaCGfYjWg4uHoFVPpLVilyhbWHwrjutYZIu5zYTaWAIpp32KWrP3WVR8u0wcom6Eg.zV-18a3HMI_7OFL9yIINnNXcoc-Hog1Sog_Z0UrgW6Q&dib_tag=se&keywords=laptop&qid=1720702117&sprefix=laptop%2Caps%2C286&sr=8-96
42,"HP Laptop 14, IntelÂ® Coreâ„¢ i3-1215U, 14-inch(35.6 cm), FHD,8GB DDR4,512GB SSD,MSO,Dual speakers,Win 11,Silver, 1.46 kg,14s-dq5138TU  ","37,690",https://amazon.in//HP-i3-1215U-14-inch-speakers-14s-dq5138TU/dp/B0CXMX4NJ2/ref=sr_1_97?crid=3NVZ09554GIHV&dib=eyJ2IjoiMSJ9.cynliWzoDi7s0b_RLCpEJR0jjGgWx9j-fHRgZ10fWbgtilBApmf8feaIpid2cl-Q_ttJNySXEqwVgv_4Zj41U6S_HRw0zaay1OTqWv3qTbcR-cbS7OMlHQcWhNZ66I6Su6tKz6qq8tl5LGmBMtqwBqlNG2PQUSHNkDu9sajvSfRaCGfYjWg4uHoFVPpLVilyhbWHwrjutYZIu5zYTaWAIpp32KWrP3WVR8u0wcom6Eg.zV-18a3HMI_7OFL9yIINnNXcoc-Hog1Sog_Z0UrgW6Q&dib_tag=se&keywords=laptop&qid=1720702117&sprefix=laptop%2Caps%2C286&sr=8-97
